tag	version	custom	abstract	datatype	iord	tlabel	doc
RedemptionFee	rr/2012	0	0	NonPositiveMonetaryT	D	Redemption Fee	Redemption Fee" (as a percentage of amount redeemed, if applicable) If the Fund is an Exchange-Traded Fund and issues or redeems shares in creation units of not less than 25,000 shares each, exclude any fees charged for the purchase and redemption of the Fund's creation units. "Redemption Fee" includes a fee charged for any redemption of the Fund's shares, but does not include a deferred sales charge (load) imposed upon redemption.
RedemptionFee	rr/2018	0	0	NonPositiveMonetaryT	D	Redemption Fee	"Redemption Fee" (as a percentage of amount redeemed, if applicable) If the Fund is an Exchange-Traded Fund and issues or redeems shares in creation units of not less than 25,000 shares each, exclude any fees charged for the purchase and redemption of the Fund's creation units. "Redemption Fee" includes a fee charged for any redemption of the Fund's shares, but does not include a deferred sales charge (load) imposed upon redemption.
RedemptionFeeOverRedemption	rr/2012	0	0	NonPositivePure4Type	D	Redemption Fee (as a percentage of Amount Redeemed)	Redemption Fee" (as a percentage of amount redeemed, if applicable) If the Fund is an Exchange-Traded Fund and issues or redeems shares in creation units of not less than 25,000 shares each, exclude any fees charged for the purchase and redemption of the Fund's creation units. "Redemption Fee" includes a fee charged for any redemption of the Fund's shares, but does not include a deferred sales charge (load) imposed upon redemption.
RedemptionFeeOverRedemption	rr/2018	0	0	NonPositivePure4Type	D	Redemption Fee (as a percentage of Amount Redeemed)	"Redemption Fee" (as a percentage of amount redeemed, if applicable) If the Fund is an Exchange-Traded Fund and issues or redeems shares in creation units of not less than 25,000 shares each, exclude any fees charged for the purchase and redemption of the Fund's creation units. "Redemption Fee" includes a fee charged for any redemption of the Fund's shares, but does not include a deferred sales charge (load) imposed upon redemption.
RiskClosingTextBlock	rr/2012	0	0	textBlock	D	Risk Closing [Text Block]	If the Fund is a Money Market Fund, state that An investment in the Fund is not insured or guaranteed by the Federal Deposit Insurance Corporation or any other government agency. Although the Fund seeks to preserve the value of your investment at $1.00 per share, it is possible to lose money by investing in the Fund.
RiskHeading	rr/2012	0	0	string	D	Risk [Heading]	Narrative Risk Disclosure.
RiskHeading	rr/2018	0	0	string	D	Risk [Heading]	Narrative Risk Disclosure.
RiskLoseMoney	rr/2012	0	0	string	D	Risk Lose Money [Text]	Summarize the principal risks of investing in the Fund, including the risks to which the Fund's portfolio as a whole is subject and the circumstances reasonably likely to affect adversely the Fund's net asset value, yield, and total return. Unless the Fund is a Money Market Fund, disclose that loss of money is a risk of investing in the Fund. A Fund may, in responding to this Item, describe the types of investors for whom the Fund is intended or the types of investment goals that may be consistent with an investment in the Fund.
RiskLoseMoney	rr/2018	0	0	string	D	Risk Lose Money [Text]	Summarize the principal risks of investing in the Fund, including the risks to which the Fund's portfolio as a whole is subject and the circumstances reasonably likely to affect adversely the Fund's net asset value, yield, and total return. Unless the Fund is a Money Market Fund, disclose that loss of money is a risk of investing in the Fund. If the Fund is a Money Market Fund, include the following statement: "You could lose money by investing in the Fund."
RiskMoneyMarketFund	rr/2012	0	0	string	D	Risk Money Market Fund [Text]	Summarize the principal risks of investing in the Fund, including the risks to which the Fund's portfolio as a whole is subject and the circumstances reasonably likely to affect adversely the Fund's net asset value, yield, and total return. Unless the Fund is a Money Market Fund, disclose that loss of money is a risk of investing in the Fund. A Fund may, in responding to this Item, describe the types of investors for whom the Fund is intended or the types of investment goals that may be consistent with an investment in the Fund. (A) If the Fund is a Money Market Fund that is not a government Money Market Fund, as defined in 270.2a- 7(a)(16) or a retail Money Market Fund, as defined in  270.2a-7(a)(25), include the following statement: You could lose money by investing in the Fund. Because the share price of the Fund will fluctuate, when you sell your shares they may be worth more or less than what you originally paid for them. The Fund may impose a fee upon sale of your shares or may temporarily suspend your ability to sell shares if the Fund's liquidity falls below required minimums because of market conditions or other factors. An investment in the Fund is not insured or guaranteed by the Federal Deposit Insurance Corporation or any other government agency. The Fund's sponsor has no legal obligation to provide financial support to the Fund, and you should not expect that the sponsor will provide financial support to the Fund at any time. (B) If the Fund is a Money Market Fund that is a government Money Market Fund, as defined in 270.2a-7(a)(16), or a retail Money Market Fund, as defined in  270.2a-7(a)(25), and that is subject to therequirements of  270.2a-7(c)(2)(i) and/or (ii) of this chapter (or is not subject to the requirements of  270.2a-7(c)(2)(i) and/or (ii) of this chapter pursuant to  270.2a-7(c)(2)(iii) of this chapter, but has chosen to rely on the ability to impose liquidity fees and suspend redemptions consistent with the requirements of  270.2a-7(c)(2)(i) and/or (ii)), include the foll
