adsh	cik	name	countryba	stprba	cityba	zipba	bas1	bas2	baph	countryma	stprma	cityma	zipma	mas1	mas2	countryinc	stprinc	ein	former	changed	fye	pdate	effdate	form	filed	accepted	instance	nciks	aciks
0001144204-18-064554	1580843	SYNTAX ETF TRUST	US	NY	NEW YORK	10022	110 EAST 59TH STREET	33RD FLOOR	2128832290	US	NY	NEW YORK	10022	110 EAST 59TH STREET	33RD FLOOR	US	DE	376551880			1231	20181128	20181128	497	20181214	2018-12-14 09:05:00.0	ck0001580843-20171231.xml	1	
0001144204-18-064570	1521894	GMO SERIES TRUST	US	MA	BOSTON	02210	40 ROWES WHARF		617-346-7646	US	MA	BOSTON	02210	40 ROWES WHARF		US	MA	000000000			0228	20180630	20181203	497	20181214	2018-12-14 10:50:00.0	gmost-20180228.xml	1	
0001144204-18-064571	772129	GMO TRUST	US	MA	BOSTON	02110	40 ROWES WHARF		6173467646	US	MA	BOSTON	02110	40 ROWES WHARF		US	MA	000000000	GMO CORE TRUST	19900927	0831	20180630	20181203	497	20181214	2018-12-14 10:53:00.0	gmot-20180228.xml	1	
0001144204-18-065029	34273	VIRTUS EQUITY TRUST	US	MA	GREENFIELD	01301	101 MUNSON STEET		800-243-1574	US	CT	HARTFORD	06103	100 PEARL STREET		US	DE	036066130	PHOENIX EQUITY TRUST	20040628	0331	20180306	20181130	497	20181218	2018-12-18 10:03:00.0	ck0000034273-20170930.xml	1	
0001144204-18-065030	792359	VIRTUS VARIABLE INSURANCE TRUST	US	CT	HARTFORD	06103	100 PEARL STREET		8002487971	US	CT	HARTFORD	06103	100 PEARL STREET				000000000	PHOENIX EDGE SERIES FUND	19920703	1231	20180430	20181130	497	20181218	2018-12-18 10:03:00.0	vvit-20181130.xml	1	
0001144204-18-065031	1018593	VIRTUS ASSET TRUST	US	MA	GREENFIELD	01301	101 MUNSON STREET		(800) 243-4361	US	CT	HARTFORD	06103	100 PEARL STREET		US	DE	956981193	PHOENIX ASSET TRUST	20060523	1231	20180723	20181130	497	20181218	2018-12-18 10:04:00.0	vat-20171231.xml	1	
0001144204-18-065032	1005020	VIRTUS OPPORTUNITIES TRUST	US	MA	GREENFIELD	01301	101 MUNSON STREET		800-243-1574	US	CT	HARTFORD	06103	100 PEARL STREET		US	DE	000000000	PHOENIX OPPORTUNITIES TRUST	20060127	0930	20180129	20181130	497	20181218	2018-12-18 10:05:00.0	vot-20181130.xml	1	
0001144204-18-065033	1005020	VIRTUS OPPORTUNITIES TRUST	US	MA	GREENFIELD	01301	101 MUNSON STREET		800-243-1574	US	CT	HARTFORD	06103	100 PEARL STREET		US	DE	000000000	PHOENIX OPPORTUNITIES TRUST	20060127	0930	20180128	20181130	497	20181218	2018-12-18 10:05:00.0	vot-20170930.xml	1	
0001144204-18-065034	1005020	VIRTUS OPPORTUNITIES TRUST	US	MA	GREENFIELD	01301	101 MUNSON STREET		800-243-1574	US	CT	HARTFORD	06103	100 PEARL STREET		US	DE	000000000	PHOENIX OPPORTUNITIES TRUST	20060127	0930	20180129	20181130	497	20181218	2018-12-18 10:06:00.0	vot-20170930.xml	1	
0001144204-18-065081	1501825	HARTFORD FUNDS EXCHANGE-TRADED TRUST	US	PA	WAYNE	19087	690 LEE ROAD		610-386-1844	US	PA	WAYNE	19087	690 LEE ROAD		US	DE	000000000	HARTFORD ACTIVE EXCHANGE-TRADED FUND TRUST	20100921		20181128	20181128	485BPOS	20181218	2018-12-18 13:39:00.0	hfett-20180731.xml	1	
0001144204-18-065094	1479599	FQF TRUST	US	MA	BOSTON	02109	53 STATE STREET	SUITE 1308	617-292-9805	US	MA	BOSTON	02109	53 STATE STREET	SUITE 1308	US	DE	000000000			0630	20181031	20181204	497	20181218	2018-12-18 14:38:00.0	cik0001479599-20181204.xml	1	
0001144204-18-065340	722885	PEAR TREE FUNDS	US	MA	LINCOLN	01773	55 OLD BEDFORD ROAD	SUITE 202	8003311244	US	MA	LINCOLN	01773	55 OLD BEDFORD ROAD	SUITE 202			000000000	QUANTITATIVE GROUP OF FUNDS	19940127	0331	20180801	20181210	497	20181219	2018-12-19 12:56:00.0	ck0000722885-20181210.xml	1	
0001144204-18-065550	1589756	VIRTUS ALTERNATIVE SOLUTIONS TRUST	US	MA	GREENFIELD	01301	101 MUNSON STREET		860.263.4790	US	CT	HARTFORD	06103	100 PEARL STREET		US	DE	000000000	VIRTUS ALTERNATIVE SOLUTIONS FUNDS	20140204	1031	20181206	20181206	485BPOS	20181220	2018-12-20 10:14:00.0	ck0001589756-20181206.xml	1	
0001144204-18-065821	887340	MAINSTAY VP FUNDS TRUST	US	NY	NEW YORK	10010	51 MADISON AVE		2125767000	US	NY	NEW YORK	10010	51 MADISON AVE		US	DE	133186036	MAINSTAY VP SERIES FUND INC	20010518	1231	20181130	20181130	485BPOS	20181221	2018-12-21 08:02:00.0	cik0000887340-20181130.xml	1	
0001144204-18-066362	722885	PEAR TREE FUNDS	US	MA	LINCOLN	01773	55 OLD BEDFORD ROAD	SUITE 202	8003311244	US	MA	LINCOLN	01773	55 OLD BEDFORD ROAD	SUITE 202			000000000	QUANTITATIVE GROUP OF FUNDS	19940127	0331	20180801	20181213	497	20181227	2018-12-27 14:31:00.0	ck0000722885-20181210.xml	1	
0001162044-18-000578	1506980	CLARK FORK TRUST	US	MT	MISSOULA	59802	218 EAST FRONT STREET	SUITE 205	406-541-0130	US	MT	MISSOULA	59807	PO BOX 9168		US	DE	000000000			1231	20180930	20180930	485BPOS	20181010	2018-10-10 12:20:00.0	tarkx-20180921.xml	1	
0001162044-18-000583	1539996	AMERICAFIRST QUANTITATIVE FUNDS	US	CA	ROSEVILLE	95678	300 HARDING BOULEVARD	SUITE 215	916-757-6862	US	CA	ROSEVILLE	95678	300 HARDING BOULEVARD	SUITE 215			000000000				20171101	20180828	497	20181018	2018-10-18 15:32:00.0	ameri-20180828.xml	1	
0001162044-18-000585	1539996	AMERICAFIRST QUANTITATIVE FUNDS	US	CA	ROSEVILLE	95678	300 HARDING BOULEVARD	SUITE 215	916-757-6862	US	CA	ROSEVILLE	95678	300 HARDING BOULEVARD	SUITE 215			000000000				20171101	20180828	497	20181018	2018-10-18 16:42:00.0	sbqax-20180828.xml	1	
0001162044-18-000618	1031008	AZZAD FUNDS	US	VA	FALLS CHURCH	22042	3141 FAIRVIEW PARK DRIVE	SUITE 355	6306532666	US	VA	FALLS CHURCH	22042	3141 FAIRVIEW PARK DRIVE	SUITE 355	US	MA	000000000	ISLAMIA GROUP OF FUNDS	19970121	1231	20181101	20181101	485BPOS	20181106	2018-11-06 11:15:00.0	adjex-20181022.xml	1	
0001162044-18-000645	1281790	FRANK FUNDS	US	FL	KEY BISCAYNE	33149	781 CRANDON BOULEVARD	UNIT 202	9738877698	US	FL	KEY BISCAYNE	33149	781 CRANDON BOULEVARD	UNIT 202	US	OH	200766084			0630	20181101	20181101	485BPOS	20181116	2018-11-16 17:01:00.0	frnkx-20181025.xml	1	
0001162044-18-000657	1539996	AMERICAFIRST QUANTITATIVE FUNDS	US	CA	ROSEVILLE	95678	300 HARDING BOULEVARD	SUITE 215	916-757-6862	US	CA	ROSEVILLE	95678	300 HARDING BOULEVARD	SUITE 215			000000000				20181101	20181101	485BPOS	20181127	2018-11-27 16:57:00.0	ameri-20180828.xml	1	
0001162044-18-000670	1539996	AMERICAFIRST QUANTITATIVE FUNDS	US	CA	ROSEVILLE	95678	300 HARDING BOULEVARD	SUITE 215	916-757-6862	US	CA	ROSEVILLE	95678	300 HARDING BOULEVARD	SUITE 215			000000000				20181101	20181101	497	20181129	2018-11-29 14:33:00.0	ameri-20180828.xml	1	
0001162044-18-000696	1524348	RANGER FUNDS INVESTMENT TRUST	US	TX	DALLAS	75201	2828 N. HARWOOD STREET	SUITE 1600	214-871-5230	US	TX	DALLAS	75201	2828 N. HARWOOD STREET	SUITE 1600	US	DE	000000000			1231	20181201	20181201	485BPOS	20181218	2018-12-18 12:04:00.0	rftsx-20181126.xml	1	
0001162044-18-000697	1368578	MSS SERIES TRUST	US	OH	BROADVIEW HEIGHTS	44147	8000 TOWN CENTRE DRIVE, SUITE 400		440-922-0066	US	OH	BROADVIEW HEIGHTS	44147	8000 TOWN CENTRE DRIVE, SUITE 400		US	OH	000000000	AMM FUNDS	20071002	1231	20181201	20181201	485BPOS	20181219	2018-12-19 11:33:00.0	fainx-20181123.xml	1	
0001169187-18-000047	1169187	T. ROWE PRICE INSTITUTIONAL INCOME FUNDS, INC.	US	MD	BALTIMORE	21202	100 EAST PRATT STREET		410-345-2000	US	MD	BALTIMORE	21202	100 EAST PRATT STREET		US	MD	000000000	T ROWE PRICE INSTITUTIONAL INCOME FUNDS INC	20020314	0531	20181001	20181001	485BPOS	20181012	2018-10-12 06:49:00.0	trpinsifi-20180926.xml	1	
0001171200-18-000244	1597389	USCF ETF TRUST	US	CA	WALNUT CREEK	94596	1850 MT. DIABLO BLVD.	SUITE 640	510-522-9600	US	CA	WALNUT CREEK	94596	1850 MT. DIABLO BLVD.	SUITE 640			464572871	USCF EQUITY TRUST	20140116	0630	20181030	20181030	485BPOS	20181119	2018-11-19 17:16:00.0	uscf-20181030.xml	1	
0001171200-18-000245	1689322	USCF MUTUAL FUNDS TRUST	US	CA	WALNUT CREEK	94596	1850 MT. DIABLO BLVD.	SUITE 640	510-522-9600	US	CA	WALNUT CREEK	94596	1850 MT. DIABLO BLVD.	SUITE 640	US	DE	813567567			0630	20181030	20181030	485BPOS	20181119	2018-11-19 17:16:00.0	cik0001689322-20181030.xml	1	
0001177017-18-000121	949820	T. ROWE PRICE CORPORATE INCOME FUND, INC.	US	MD	BALTIMORE	21202	100 EAST PRATT STREET		410-345-2000	US	MD	BALTIMORE	21202	100 EAST PRATT STREET				521948055	PRICE T ROWE CORPORATE INCOME FUND INC	19950824	0531	20181001	20181001	485BPOS	20181012	2018-10-12 08:42:00.0	trpcif-20180926.xml	1	
0001177017-18-000122	80249	T. ROWE PRICE NEW INCOME FUND, INC.	US	MD	BALTIMORE	21202	100 EAST PRATT STREET		410-345-2000	US	MD	BALTIMORE	21202	100 EAST PRATT STREET		US	MD	520980581	PRICE T ROWE NEW INCOME FUND INC	19940727	0531	20181001	20181001	485BPOS	20181012	2018-10-12 08:43:00.0	trpnifi-20180926.xml	1	
0001177017-18-000123	731890	T. ROWE PRICE SHORT-TERM BOND FUND, INC.	US	MD	BALTIMORE	21202	100 EAST PRATT STREET		410-345-2000	US	MD	BALTIMORE	21202	100 EAST PRATT STREET		US	MD	521332477	PRICE T ROWE SHORT TERM BOND FUND INC	19920703	0531	20181001	20181001	485BPOS	20181012	2018-10-12 08:45:00.0	trpstbfi-20180926.xml	1	
0001177017-18-000124	1368135	T. ROWE PRICE LIMITED-DURATION INFLATION FOCUSED BOND FUND, INC.	US	MD	BALTIMORE	21202	100 EAST PRATT STREET		410-345-2000	US	MD	BALTIMORE	21202	100 EAST PRATT STREET				510593985	T. ROWE PRICE INFLATION FOCUSED BOND FUND, INC.	20100706	0531	20181001	20181001	485BPOS	20181012	2018-10-12 08:46:00.0	trpifbfi-20180926.xml	1	
0001177017-18-000125	1177017	T. ROWE PRICE RETIREMENT FUNDS, INC.	US	MD	BALTIMORE	21202	100 EAST PRATT STREET		410-345-2000	US	MD	BALTIMORE	21202	100 EAST PRATT STREET		US	MD	000000000	T ROWE PRICE RETIREMENT FUNDS INC	20020702	0531	20181001	20181001	485BPOS	20181012	2018-10-12 08:56:00.0	trprfi-20180926.xml	1	
0001181628-18-000003	1181628	T. ROWE PRICE INFLATION PROTECTED BOND FUND, INC.	US	MD	BALTIMORE	21202	100 EAST PRATT STREET		410-345-2000	US	MD	BALTIMORE	21202	100 EAST PRATT STREET				134212528	T ROWE PRICE INFLATION PROTECTED BOND FUND INC	20020821	0531	20181001	20181001	485BPOS	20181012	2018-10-12 08:59:00.0	trpipbf-20180926.xml	1	
0001193125-18-288062	1100663	ISHARES TRUST	US	CA	SAN FRANCISCO	94105	400 HOWARD STREET		(415) 670-2000	US	CA	SAN FRANCISCO	94105	400 HOWARD STREET		US	DE	943351276	ISHARES TRUST	19991213	1231	20180914	20180914	485BPOS	20181001	2018-09-28 19:15:00.0	ist-20180914.xml	1	
0001193125-18-289152	1444822	AQR FUNDS	US	CT	GREENWICH	06830	TWO GREENWICH PLAZA	3RD FLOOR	203-742-3600	US	CT	GREENWICH	06830	TWO GREENWICH PLAZA	3RD FLOOR	US	DE	000000000			1231	20180129	20180924	497	20181001	2018-10-01 13:11:00.0	aqrf-20180924.xml	1	
0001193125-18-289158	1444822	AQR FUNDS	US	CT	GREENWICH	06830	TWO GREENWICH PLAZA	3RD FLOOR	203-742-3600	US	CT	GREENWICH	06830	TWO GREENWICH PLAZA	3RD FLOOR	US	DE	000000000			1231	20180129	20180924	497	20181001	2018-10-01 13:14:00.0	aqrf1-20180924.xml	1	
0001193125-18-289164	1444822	AQR FUNDS	US	CT	GREENWICH	06830	TWO GREENWICH PLAZA	3RD FLOOR	203-742-3600	US	CT	GREENWICH	06830	TWO GREENWICH PLAZA	3RD FLOOR	US	DE	000000000			1231	20180129	20180924	497	20181001	2018-10-01 13:17:00.0	aqrf2-20180924.xml	1	
0001193125-18-289414	1168164	SPDR INDEX SHARES FUNDS (FORMERLY STREETTRACKS INDEX SHARES FUNDS)	US	MA	BOSTON	02111	ONE LINCOLN STREET		617-664-7037	US	MA	BOSTON	02111	ONE LINCOLN STREET		US	MA	421537593	STREETTRACKS INDEX SHARES FUNDS (FORMERLY FRESCO INDEX SHARES FUNDS)	20041202	0930	20180917	20180917	485BPOS	20181001	2018-10-01 15:14:00.0	sisf-20180917.xml	1	
0001193125-18-289428	1168164	SPDR INDEX SHARES FUNDS (FORMERLY STREETTRACKS INDEX SHARES FUNDS)	US	MA	BOSTON	02111	ONE LINCOLN STREET		617-664-7037	US	MA	BOSTON	02111	ONE LINCOLN STREET		US	MA	421537593	STREETTRACKS INDEX SHARES FUNDS (FORMERLY FRESCO INDEX SHARES FUNDS)	20041202	0930	20180917	20180917	497	20181001	2018-10-01 15:18:00.0	sisf1-20180917.xml	1	
0001193125-18-289728	1722388	IMPACT SHARES TRUST I	US	DE	WILMINGTON	19801	CORPORATION TRUST CENTER 1209 ORANGE ST		4694428424	US	DE	WILMINGTON	19801	CORPORATION TRUST CENTER 1209 ORANGE ST		US	DE	000000000	IMPACT SHARES FUNDS I TRUST	20171113	1231	20180911	20180911	485BPOS	20181001	2018-10-01 17:15:00.0	isti-20180910.xml	1	
0001193125-18-290347	1727074	PGIM ETF TRUST	US	NJ	NEWARK	07102	655 BROAD STREET	17TH FLOOR	973-802-6469	US	NJ	NEWARK	07102	655 BROAD STREET	17TH FLOOR	US	DE	000000000			0831	20180924	20180924	485BPOS	20181002	2018-10-02 08:19:00.0	pet-20180924.xml	1	
0001193125-18-290500	1659326	JPMORGAN TRUST IV	US	NY	NEW YORK	10017	270 PARK AVENUE		800-480-4111	US	NY	NEW YORK	10017	270 PARK AVENUE		US	DE	000000000				20180912	20180912	485BPOS	20181002	2018-10-02 10:17:00.0	jpmt4-20180912.xml	1	
0001193125-18-290599	1016073	DRIEHAUS MUTUAL FUNDS	US	IL	CHICAGO	60611	25 EAST ERIE ST	25 EAST ERIE STREET	3125873800							US	DE	000000000			1231	20180430	20180917	497	20181002	2018-10-02 11:26:00.0	dmf-20180917.xml	1	
0001193125-18-290989	826732	CALAMOS INVESTMENT TRUST/IL	US	IL	NAPERVILLE	60563	2020 CALAMOS COURT	C/O CALAMOS ADVISORS LLC	6302451046	US	IL	NAPERVILLE	60563	2020 CALAMOS COURT	C/O CALAMOS ADVISORS LLC	US	MA	363316238			1031	20180917	20180917	485BPOS	20181002	2018-10-02 17:15:00.0	cit-20180914.xml	1	
0001193125-18-291570	353905	NATIONWIDE VARIABLE INSURANCE TRUST	US	OH	COLUMBUS	43215	ONE NATIONWIDE PLAZA	MAIL CODE 5-02-210	614-435-5749	US	OH	COLUMBUS	43215	ONE NATIONWIDE PLAZA	MAIL CODE 5-02-210	US	DE	000000000	GARTMORE VARIABLE INSURANCE TRUST	20020125	1231	20180930	20180930	485BPOS	20181003	2018-10-03 10:50:00.0	nvit-20180926.xml	1	
0001193125-18-291600	353905	NATIONWIDE VARIABLE INSURANCE TRUST	US	OH	COLUMBUS	43215	ONE NATIONWIDE PLAZA	MAIL CODE 5-02-210	614-435-5749	US	OH	COLUMBUS	43215	ONE NATIONWIDE PLAZA	MAIL CODE 5-02-210	US	DE	000000000	GARTMORE VARIABLE INSURANCE TRUST	20020125	1231	20180924	20180924	485BPOS	20181003	2018-10-03 11:19:00.0	nvit-20180924.xml	1	
0001193125-18-291601	1048702	NATIONWIDE MUTUAL FUNDS	US	OH	COLUMBUS	43215	ONE NATIONWIDE PLAZA	MAIL CODE 05-02-210	614-435-5749	US	OH	COLUMBUS	43215	ONE NATIONWIDE PLAZA	MAIL CODE 05-02-210	US	DE	000000000	GARTMORE MUTUAL FUNDS	20020125	1031	20180924	20180924	485BPOS	20181003	2018-10-03 11:21:00.0	nmf-20180924.xml	1	
0001193125-18-291817	1107414	STATE STREET INSTITUTIONAL INVESTMENT TRUST	US	MA	BOSTON	02111	STATE STREET FINANCIAL CENTER	ONE LINCOLN STREET	6176623239	US	MA	BOSTON	02111	ONE LINCOLN STREET		US	MA	046910804			1231	20180430	20180921	497	20181003	2018-10-03 15:08:00.0	ssiit-20180921.xml	1	
0001193125-18-291829	1107414	STATE STREET INSTITUTIONAL INVESTMENT TRUST	US	MA	BOSTON	02111	STATE STREET FINANCIAL CENTER	ONE LINCOLN STREET	6176623239	US	MA	BOSTON	02111	ONE LINCOLN STREET		US	MA	046910804			1231	20180430	20180924	497	20181003	2018-10-03 15:15:00.0	ssiit-20180924.xml	1	
0001193125-18-291871	1500604	JANUS DETROIT STREET TRUST	US	CO	DENVER	80206	151 DETROIT STREET		303-333-3863	US	CO	DENVER	80206	151 DETROIT STREET		US	DE	000000000	JANUS ETF TRUST	20100902		20180912	20180912	485BPOS	20181003	2018-10-03 15:58:00.0	jdst-20180912.xml	1	
0001193125-18-291893	1064642	SPDR SERIES TRUST	US	MA	BOSTON	02111	ONE LINCOLN STREET		617-664-7037	US	MA	BOSTON	02111	ONE LINCOLN STREET		US	MA	000000000	STREETTRACKS SERIES TRUST	20000925		20171226	20180921	497	20181003	2018-10-03 16:09:00.0	spdrst-20180921.xml	1	
0001193125-18-291900	1064642	SPDR SERIES TRUST	US	MA	BOSTON	02111	ONE LINCOLN STREET		617-664-7037	US	MA	BOSTON	02111	ONE LINCOLN STREET		US	MA	000000000	STREETTRACKS SERIES TRUST	20000925		20171031	20180924	497	20181003	2018-10-03 16:12:00.0	spdrst-20180924.xml	1	
0001193125-18-292857	1064641	SELECT SECTOR SPDR TRUST	US	MA	BOSTON	02111	ONE LINCOLN STREET	SUM0703	866-732-8673	US	MA	BOSTON	02111	ONE LINCOLN STREET	SUM0703			000000000	SECTOR SPDR TRUST	19980622	0930	20180924	20180924	497	20181004	2018-10-04 09:29:00.0	ssst-20180924.xml	1	
0001193125-18-292875	914036	LINCOLN VARIABLE INSURANCE PRODUCTS TRUST	US	IN	FORT WAYNE	46801	P O BOX 1110		2604553404	US	IN	FORT WAYNE	46801	P O BOX 1110		US	DE	521835648	AGGRESSIVE GROWTH FUND /	20031001	1231	20181001	20181001	485BPOS	20181004	2018-10-04 09:48:00.0	lvipt-20180928.xml	1	
0001193125-18-292879	1095726	NATIXIS FUNDS TRUST IV	US	MA	BOSTON	02199	888 BOYLSTON ST	8TH FLOOR	617-449-2810	US	MA	BOSTON	02199	888 BOYLSTON ST	8TH FLOOR	US	MA	000000000	IXIS ADVISOR FUNDS TRUST IV	20050502	0131	20180601	20180914	497	20181004	2018-10-04 09:52:00.0	nftiii-20180914.xml	1	
0001193125-18-292890	1557156	GOLDMAN SACHS TRUST II	US	NY	NEW YORK	10282	200 WEST STREET	15TH FLOOR	212-902-1000	US	NY	NEW YORK	10282	200 WEST STREET	15TH FLOOR	US	DE	000000000			1231	20180228	20180917	497	20181004	2018-10-04 10:09:00.0	gst2-20180917.xml	1	
0001193125-18-292945	1209466	INVESCO EXCHANGE-TRADED FUND TRUST	US	IL	DOWNERS GROVE	60515	3500 LACEY ROAD	SUITE 700	800-983-0903	US	IL	DOWNERS GROVE	60515	3500 LACEY ROAD	SUITE 700	US	MA	000000000	POWERSHARES EXCHANGE TRADED FUND TRUST	20021210	0430	20180409	20181001	497	20181004	2018-10-04 10:54:00.0	ietft-20181001.xml	1	
0001193125-18-293151	1378872	INVESCO EXCHANGE-TRADED FUND TRUST II	US	IL	DOWNERS GROVE	60515	3500 LACEY ROAD	SUITE 700	800-983-0903	US	IL	DOWNERS GROVE	60515	3500 LACEY ROAD	SUITE 700			000000000	POWERSHARES EXCHANGE-TRADED FUND TRUST II	20070919	1031	20180228	20180921	497	20181004	2018-10-04 14:42:00.0	ietft2-20180921.xml	1	
0001193125-18-294227	1557156	GOLDMAN SACHS TRUST II	US	NY	NEW YORK	10282	200 WEST STREET	15TH FLOOR	212-902-1000	US	NY	NEW YORK	10282	200 WEST STREET	15TH FLOOR	US	DE	000000000			1231	20180914	20180914	497	20181005	2018-10-05 09:29:00.0	gst2-20180914.xml	1	
0001193125-18-294332	1645194	LEGG MASON ETF INVESTMENT TRUST	US	NY	NEW YORK	10018	620 EIGHTH AVE	49TH FLOOR	877-721-1926	US	NY	NEW YORK	10018	620 EIGHTH AVE	49TH FLOOR	US	MD	000000000	LEGG MASON ETF INVESTMENTTRUST	20170221	1130	20181003	20181003	497	20181005	2018-10-05 11:32:00.0	lmeit-20181003.xml	1	
0001193125-18-294371	1048702	NATIONWIDE MUTUAL FUNDS	US	OH	COLUMBUS	43215	ONE NATIONWIDE PLAZA	MAIL CODE 05-02-210	614-435-5749	US	OH	COLUMBUS	43215	ONE NATIONWIDE PLAZA	MAIL CODE 05-02-210	US	DE	000000000	GARTMORE MUTUAL FUNDS	20020125	1031	20180228	20180924	497	20181005	2018-10-05 12:08:00.0	nmf1-20180924.xml	1	
0001193125-18-294377	353905	NATIONWIDE VARIABLE INSURANCE TRUST	US	OH	COLUMBUS	43215	ONE NATIONWIDE PLAZA	MAIL CODE 5-02-210	614-435-5749	US	OH	COLUMBUS	43215	ONE NATIONWIDE PLAZA	MAIL CODE 5-02-210	US	DE	000000000	GARTMORE VARIABLE INSURANCE TRUST	20020125	1231	20180430	20180924	497	20181005	2018-10-05 12:15:00.0	nvit1-20180924.xml	1	
0001193125-18-294440	1657201	INVESCO EXCHANGE-TRADED SELF-INDEXED FUND TRUST	US	IL	DOWNERS GROVE	60515	3500 LACEY ROAD	SUITE 700	800-983-0903	US	IL	DOWNERS GROVE	60515	3500 LACEY ROAD	SUITE 700	US	DE	000000000	POWERSHARES EXCHANGE-TRADED SELF-INDEXED FUND TRUST	20151030	1031	20180927	20180927	485BPOS	20181005	2018-10-05 13:07:00.0	ietsift-20180927.xml	1	
0001193125-18-294446	1657201	INVESCO EXCHANGE-TRADED SELF-INDEXED FUND TRUST	US	IL	DOWNERS GROVE	60515	3500 LACEY ROAD	SUITE 700	800-983-0903	US	IL	DOWNERS GROVE	60515	3500 LACEY ROAD	SUITE 700	US	DE	000000000	POWERSHARES EXCHANGE-TRADED SELF-INDEXED FUND TRUST	20151030	1031	20180927	20181002	497	20181005	2018-10-05 13:16:00.0	ietsift-20180927.xml	1	
0001193125-18-294566	1174610	PROSHARES TRUST	US	MD	BETHESDA	20814	7501 WISCONSIN AVENUE	SUITE 1000	240-497-6400	US	MD	BETHESDA	20814	7501 WISCONSIN AVENUE	SUITE1000	US	DE	000000000	XTRASHARES TRUST	20030409	0531	20181001	20181008	485BPOS	20181005	2018-10-05 14:59:00.0	pt-20181001.xml	1	
0001193125-18-294728	830744	WILMINGTON FUNDS	US	DE	WILMINGTON	19890	1100 NORTH MARKET STREET	9TH FLOOR	716-842-4487	US	DE	WILMINGTON	19890	1100 NORTH MARKET STREET	9TH FLOOR	US	DE	232515567	MTB GROUP OF FUNDS	20090729	0430	20180831	20180925	497	20181005	2018-10-05 16:36:00.0	wf-20180925.xml	1	
0001193125-18-294736	830744	WILMINGTON FUNDS	US	DE	WILMINGTON	19890	1100 NORTH MARKET STREET	9TH FLOOR	716-842-4487	US	DE	WILMINGTON	19890	1100 NORTH MARKET STREET	9TH FLOOR	US	DE	232515567	MTB GROUP OF FUNDS	20090729	0430	20180831	20180925	497	20181005	2018-10-05 16:38:00.0	wf-20180925.xml	1	
0001193125-18-294842	1100663	ISHARES TRUST	US	CA	SAN FRANCISCO	94105	400 HOWARD STREET		(415) 670-2000	US	CA	SAN FRANCISCO	94105	400 HOWARD STREET		US	DE	943351276	ISHARES TRUST	19991213	1231	20180801	20180924	497	20181009	2018-10-05 17:56:00.0	ist-20180924.xml	1	
0001193125-18-295397	1657201	INVESCO EXCHANGE-TRADED SELF-INDEXED FUND TRUST	US	IL	DOWNERS GROVE	60515	3500 LACEY ROAD	SUITE 700	800-983-0903	US	IL	DOWNERS GROVE	60515	3500 LACEY ROAD	SUITE 700	US	DE	000000000	POWERSHARES EXCHANGE-TRADED SELF-INDEXED FUND TRUST	20151030	1031	20180928	20180928	485BPOS	20181009	2018-10-09 09:05:00.0	ietsift-20180928.xml	1	
0001193125-18-295408	787623	TRANSAMERICA FUNDS	US	CO	DENVER	80202	1801 CALIFORNIA STREET	SUITE 5200	720-493-4256	US	CO	DENVER	80202	1801 CALIFORNIA STREET	SUITE 5200			000000000	TRANSAMERICA IDEX MUTUAL FUNDS	20040301	1031	20180928	20180928	485BPOS	20181009	2018-10-09 09:11:00.0	tf-20180927.xml	1	
0001193125-18-295536	1034633	STATE FARM VARIABLE PRODUCT TRUST	US	IL	BLOOMINGTON	61791-0001	THREE STATE FARM PLAZA	N-2	8004470740	US	IL	BLOOMINGTON	61791-0001	THREE STATE FARM PLAZA	N-2	US	DE	000000000			1231	20180501	20181002	497	20181009	2018-10-09 10:26:00.0	sfvpt-20181002.xml	1	
0001193125-18-295582	1112996	AIM COUNSELOR SERIES TRUST (INVESCO COUNSELOR SERIES TRUST)	US	TX	HOUSTON	77046	11 GREENWAY PLAZA	SUITE 2500	713-626-1919	US	TX	HOUSTON	77046	11 GREENWAY PLAZA	SUITE 2500	US	DE	000000000	AIM COUNSELOR SERIES TRUST	20040322	0831	20171215	20181002	497	20181009	2018-10-09 10:48:00.0	aimcst-20181002.xml	1	
0001193125-18-296638	1418144	INVESCO ACTIVELY MANAGED EXCHANGE-TRADED FUND TRUST	US	IL	DOWNERS GROVE	60515	3500 LACEY ROAD	SUITE 700	800-983-0903	US	IL	DOWNERS GROVE	60515	3500 LACEY ROAD	SUITE 700			000000000	POWERSHARES ACTIVELY MANAGED EXCHANGE-TRADED FUND TRUST	20071109	1031	20180928	20180928	485BPOS	20181010	2018-10-10 12:55:00.0	iametf-20180928.xml	1	
0001193125-18-296641	1378872	INVESCO EXCHANGE-TRADED FUND TRUST II	US	IL	DOWNERS GROVE	60515	3500 LACEY ROAD	SUITE 700	800-983-0903	US	IL	DOWNERS GROVE	60515	3500 LACEY ROAD	SUITE 700			000000000	POWERSHARES EXCHANGE-TRADED FUND TRUST II	20070919	1031	20180928	20180928	485BPOS	20181010	2018-10-10 13:01:00.0	ietft2-20180928.xml	1	
0001193125-18-296700	793769	HARBOR FUNDS	US	IL	CHICAGO	60606	111 SOUTH WACKER DRIVE	34TH FLOOR	312-443-4400	US	IL	CHICAGO	60606	111 SOUTH WACKER DRIVE	34TH FLOOR	US	DE	000000000	HARBOR FUND	19920703	1031	20180301	20180301	497	20181010	2018-10-10 14:26:00.0	hf-20180301.xml	1	
